"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"516","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1236","52","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"517","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1238","60","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"518","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1239","73","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"519","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1263","54","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"520","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1265","62","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"521","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1266","75","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"522","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1291","55","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"523","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1294","63","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"524","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1295","76","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"525","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1320","57","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"526","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1323","65","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"527","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1324","78","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"528","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1348","46","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"529","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1350","54","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"530","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1351","67","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"531","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1374","64","FormalParameterNamingConventions","The method parameter name 'String_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"532","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1375","50","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"533","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1377","58","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"534","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1378","71","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"535","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1402","60","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"536","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1404","68","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"537","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1405","81","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"538","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1429","52","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"539","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1431","60","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"540","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1432","73","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"541","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1456","51","FormalParameterNamingConventions","The method parameter name 'ZipFile' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"542","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1456","66","FormalParameterNamingConventions","The method parameter name 'DeployOptions' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"543","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1457","44","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"544","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1460","52","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"545","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1461","65","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"546","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1485","52","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"547","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1487","60","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"548","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1488","73","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"549","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1513","50","LocalVariableNamingConventions","The local variable name 'request_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"550","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1516","58","LocalVariableNamingConventions","The local variable name 'response_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"551","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","1517","71","LocalVariableNamingConventions","The local variable name 'response_map_x' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"552","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataServiceTest.cls","13","23","StdCyclomaticComplexity","The class 'WebServiceMockImpl' has a Standard Cyclomatic Complexity of 16 (Highest = 15).","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"553","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataServiceTest.cls","27","10","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"554","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataServiceTest.cls","27","10","StdCyclomaticComplexity","The method 'doInvoke' has a Standard Cyclomatic Complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"555","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataServiceTest.cls","27","10","CyclomaticComplexity","The method 'doInvoke(Object, Object, Map<String, Object>, String, String, String, String, String, String)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"556","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MyDeployCallback.cls","13","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"557","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ReassignHistoryQueueable.cls","25","12","CognitiveComplexity","The method 'execute(QueueableContext)' has a cognitive complexity of 21, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"558","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ReassignHistoryQueueable.cls","25","12","CyclomaticComplexity","The method 'execute(QueueableContext)' has a cyclomatic complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"559","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ReassignHistoryQueueable.cls","38","57","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"560","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ReassignHistoryQueueable.cls","42","21","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"561","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","6","21","StdCyclomaticComplexity","The class 'RelatedListController' has a Standard Cyclomatic Complexity of 7 (Highest = 17).","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"562","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","6","21","CognitiveComplexity","The class 'RelatedListController' has a total cognitive complexity of 257 (highest 60), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"563","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","6","21","CyclomaticComplexity","The class 'RelatedListController' has a total cyclomatic complexity of 144 (highest 24).","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"564","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","85","19","NcssMethodCount","The method 'initData()' has an NCSS line count of 47 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"565","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","85","19","CyclomaticComplexity","The method 'initData(String, String)' has a cyclomatic complexity of 14.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"566","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","127","20","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"567","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","127","82","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"568","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","134","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"569","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","158","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"570","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","158","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"571","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","171","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"572","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","171","20","StdCyclomaticComplexity","The method 'getStandardHistory' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"573","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","171","20","NcssMethodCount","The method 'getStandardHistory()' has an NCSS line count of 51 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"574","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","171","20","CognitiveComplexity","The method 'getStandardHistory(String, Schema.DescribeSObjectResult, Integer, Map<String, Tracked_Object__mdt>)' has a cognitive complexity of 31, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"575","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","171","20","CyclomaticComplexity","The method 'getStandardHistory(String, Schema.DescribeSObjectResult, Integer, Map<String, Tracked_Object__mdt>)' has a cyclomatic complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"576","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","183","44","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"577","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","196","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"578","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","229","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"579","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","265","51","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"580","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","277","20","StdCyclomaticComplexity","The method 'scrubFields' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"581","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","277","20","CognitiveComplexity","The method 'scrubFields(List<HistoryWrapper>, Map<String, Schema.DescribeSObjectResult>)' has a cognitive complexity of 54, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"582","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","277","20","CyclomaticComplexity","The method 'scrubFields(List<HistoryWrapper>, Map<String, Schema.DescribeSObjectResult>)' has a cyclomatic complexity of 14.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"583","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","284","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"584","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","315","20","CognitiveComplexity","The method 'splitLists(String, List<HistoryWrapper>)' has a cognitive complexity of 20, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"585","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","321","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"586","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","330","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"587","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","350","20","StdCyclomaticComplexity","The method 'createWrapper' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"588","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","350","20","NcssMethodCount","The method 'createWrapper()' has an NCSS line count of 54 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"589","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","350","20","CognitiveComplexity","The method 'createWrapper(SObject, String)' has a cognitive complexity of 17, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"590","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","350","20","CyclomaticComplexity","The method 'createWrapper(SObject, String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"591","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","448","20","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"592","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","448","20","StdCyclomaticComplexity","The method 'createQuery' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"593","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","448","20","NcssMethodCount","The method 'createQuery()' has an NCSS line count of 41 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"594","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","448","20","CognitiveComplexity","The method 'createQuery(String, Schema.DescribeSObjectResult, Tracked_Object__mdt, String, String, Boolean)' has a cognitive complexity of 23, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"595","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","448","20","CyclomaticComplexity","The method 'createQuery(String, Schema.DescribeSObjectResult, Tracked_Object__mdt, String, String, Boolean)' has a cyclomatic complexity of 16.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"596","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","466","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"597","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","466","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"598","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","469","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"599","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","469","21","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"600","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\RelatedListController.cls","471","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
